1420068888 0 0 0 0
1420336937 97 0 0 0
1421277278 251 0 0 0
1421282791 308 0 0 0
1421622039 563 0 0 0
1421738388 755 0 0 0
1421824282 788 0 0 0
1421830576 821 0 0 0
1425347466 821 165 0 0
1425348020 821 203 0 0
1427437532 821 389 0 0
1427683233 822 389 0 0
1427685192 832 389 0 0
1427685948 833 389 0 0
1427686351 833 390 0 0
1427686762 835 390 0 0
1427687112 841 390 0 0
1427697394 1074 390 0 0
1427746777 1086 390 0 0
1427752618 1234 390 0 0
1427836324 1234 390 0 0
1427941214 1234 631 0 0
1427997016 1234 631 47 0
1428017816 1234 631 47 0
1428017868 1234 631 47 0
1428018392 1234 631 47 0
1428042161 1335 631 47 0
1428042926 1354 631 47 0
1428127988 1395 631 47 0
1428128077 1396 631 47 0
1428128479 1411 631 47 0
1428973476 1522 631 47 0
1428973644 1523 631 47 0
1429138607 1536 631 47 0
1429138663 1538 631 47 0
1429315319 1552 631 47 0
1429319306 1595 631 47 0
1429341349 144039 631 47 0
1429391020 144049 631 47 0
1429578139 159293 631 47 0
1429582318 159293 631 47 0
1429584367 159324 631 47 0
1429584715 159329 631 47 0
1429585733 159330 631 47 0
1429588161 159330 631 47 0
1429589066 159338 631 47 0
1429591734 159344 631 47 0
1429593023 159346 631 47 0
1429593116 159347 631 47 0
1429637058 159351 631 47 0
1429638122 159351 631 65 0
1429649360 159351 708 65 0
1429651538 159351 7374 65 0
1429673492 159351 7485 65 0
1429681680 159351 7598 65 0
1429688076 162654 7598 65 0
1429688102 162654 7598 65 0
1429735512 162654 7692 65 0
1429749157 162663 7692 65 0
1429749277 162663 7692 65 0
1429761686 162663 7793 65 0
1429825224 162840 7793 65 0
1429863028 165164 7793 65 0
1429898133 165304 7793 65 0
1429898188 165307 7793 65 0
1429904480 165307 7848 65 0
1429936242 165307 7998 65 0
1429951928 165393 7998 65 0
1429952124 165393 7998 65 0
1433109119 165395 7998 65 0
1434263151 165410 7998 65 0
1434420163 165436 7998 65 0
1434420871 165437 7998 65 0
1434424636 165438 7998 65 0
1434426227 165450 7998 65 0
1434491394 165500 7998 65 0
1434669210 165502 7998 65 0
1434669580 165505 7998 65 0
1434749562 165521 7998 65 0
1434773120 165546 7998 65 0
1434774394 165562 7998 65 0
1434925583 165700 7998 65 0
1434925886 165702 7998 65 0
1435030045 165715 7998 65 0
1435030480 166006 7998 65 0
1441137789 166006 8022 65 0
1441137925 166006 8666 65 0
1442269091 166006 8666 65 0
1442275724 166009 8666 65 0
1443206137 166009 8666 65 0
1443206677 166009 8666 65 0
1443209596 166036 8666 65 0
1443209638 166048 8666 65 0
1443458325 166099 8666 65 0
1443459909 166159 8666 65 0
1443552205 166159 8732 65 0
1443553218 166159 8733 65 0
1443716430 166221 8733 65 0
1443716619 166227 8733 65 0
1443716637 166227 8733 65 0
1443717249 166242 8733 65 0
1443717681 166264 8733 65 0
1443717888 166270 8733 65 0
1443718749 166339 8733 65 0
1443815911 166444 8733 65 0
1443889102 166536 8733 65 0
1443889480 166538 8733 65 0
1443892861 166563 8733 65 0
1444484818 166586 8733 65 0
1444500934 167037 8733 65 0
1444502449 167547 8733 65 0
1444511624 167631 8733 65 0
1445268807 167631 8733 65 9
1445268879 167631 8733 65 9
1445315553 167632 8733 65 9
