1420068888 1 0 0 0
1420336937 2 0 0 0
1421277278 3 0 0 0
1421282791 4 0 0 0
1421622039 5 0 0 0
1421738388 6 0 0 0
1421824282 7 0 0 0
1421830576 8 0 0 0
1425347466 8 1 0 0
1425348020 8 2 0 0
1427437532 8 3 0 0
1427683233 9 3 0 0
1427685192 10 3 0 0
1427685948 11 3 0 0
1427686351 11 4 0 0
1427686762 12 4 0 0
1427687112 13 4 0 0
1427697394 14 4 0 0
1427746777 15 4 0 0
1427752618 17 4 0 0
1427836324 18 4 0 0
1427941214 18 5 0 0
1427997016 18 5 1 0
1428017816 19 5 1 0
1428017868 20 5 1 0
1428018392 21 5 1 0
1428042161 22 5 1 0
1428042926 23 5 1 0
1428127988 24 5 1 0
1428128077 25 5 1 0
1428128479 26 5 1 0
1428973476 27 5 1 0
1428973644 28 5 1 0
1429138607 29 5 1 0
1429138663 30 5 1 0
1429315319 31 5 1 0
1429319306 32 5 1 0
1429341349 33 5 1 0
1429391020 34 5 1 0
1429578139 35 5 1 0
1429582318 36 5 1 0
1429584367 37 5 1 0
1429584715 38 5 1 0
1429585733 39 5 1 0
1429588161 40 5 1 0
1429589066 41 5 1 0
1429591734 42 5 1 0
1429593023 43 5 1 0
1429593116 44 5 1 0
1429637058 45 5 1 0
1429638122 45 5 2 0
1429649360 45 6 2 0
1429651538 45 7 2 0
1429673492 45 8 2 0
1429681680 45 9 2 0
1429688076 46 9 2 0
1429688102 47 9 2 0
1429735512 47 10 2 0
1429749157 48 10 2 0
1429749277 49 10 2 0
1429761686 49 11 2 0
1429825224 50 11 2 0
1429863028 51 11 2 0
1429898133 52 11 2 0
1429898188 53 11 2 0
1429904480 53 12 2 0
1429936242 53 13 2 0
1429951928 54 13 2 0
1429952124 55 13 2 0
1433109119 56 13 2 0
1434263151 57 13 2 0
1434420163 58 13 2 0
1434420871 59 13 2 0
1434424636 60 13 2 0
1434426227 61 13 2 0
1434491394 62 13 2 0
1434669210 63 13 2 0
1434669580 64 13 2 0
1434749562 65 13 2 0
1434773120 66 13 2 0
1434774394 67 13 2 0
1434925583 68 13 2 0
1434925886 69 13 2 0
1435030045 70 13 2 0
1435030480 71 13 2 0
1441137789 71 14 2 0
1441137925 71 15 2 0
1442269091 71 16 2 0
1442275724 72 16 2 0
1443206137 73 16 2 0
1443206677 74 16 2 0
1443209596 75 16 2 0
1443209638 76 16 2 0
1443458325 77 16 2 0
1443459909 78 16 2 0
1443552205 78 17 2 0
1443553218 78 18 2 0
1443716430 79 18 2 0
1443716619 80 18 2 0
1443716637 81 18 2 0
1443717249 82 18 2 0
1443717681 83 18 2 0
1443717888 84 18 2 0
1443718749 85 18 2 0
1443815911 86 18 2 0
1443889102 87 18 2 0
1443889480 88 18 2 0
1443892861 89 18 2 0
1444484818 90 18 2 0
1444500934 91 18 2 0
1444502449 92 18 2 0
1444511624 93 18 2 0
1445268807 93 18 2 1
1445268879 94 18 2 1
1445315553 95 18 2 1
