1442349777 252 0 0 0 0 0
1442349823 362 0 0 0 0 0
1442350144 368 0 0 0 0 0
1442350440 372 0 0 0 0 0
1442365981 433 0 0 0 0 0
1442366364 437 0 0 0 0 0
1442366992 247207 0 0 0 0 0
1442367637 247225 0 0 0 0 0
1442367834 247225 0 0 0 0 0
1442511180 247225 2 0 0 0 0
1442511406 247225 3 0 0 0 0
1442512142 247225 7 0 0 0 0
1442619297 247321 7 0 0 0 0
1442619498 247339 7 0 0 0 0
1442621029 247343 7 0 0 0 0
1442789797 247343 160 0 0 0 0
1442790177 247343 160 0 0 0 0
1442790479 247343 160 0 0 0 0
1442790795 247343 179 0 0 0 0
1442954126 247343 211 0 0 0 0
1442955264 247343 211 1 0 0 0
1442955531 247343 211 1 35 0 0
1442955844 247343 211 1 35 0 0
1442956189 247343 211 1 35 2 0
1443120295 247387 211 1 35 2 0
1443120349 247387 211 1 35 2 0
1443122012 247538 211 1 35 2 0
1443122091 248345 211 1 35 2 0
1443205558 248345 211 93 35 2 0
1443205570 248345 211 93 35 2 0
1443207656 248470 211 93 35 2 0
1443207891 248470 211 93 35 2 0
1443208818 248477 211 93 35 2 0
1443299593 248513 211 93 35 2 0
1443306951 275738 211 93 35 2 0
1443309664 275742 211 93 35 2 0
1443309821 275744 211 93 35 2 0
1443309838 275744 211 93 35 2 0
1443311448 275753 211 93 35 2 0
1443311456 275753 211 93 35 2 0
1443541396 275914 211 93 35 2 0
1443552602 275945 211 93 35 2 0
1443555188 275975 211 93 35 2 0
1443556825 275975 211 93 35 2 0
1443556866 275975 211 93 35 2 0
1443558316 275975 211 103 35 2 0
1443558414 275975 211 103 35 2 0
1443558558 275976 211 103 35 2 0
1443559164 275976 211 103 35 2 0
1443559351 275978 211 103 35 2 0
1443559513 275978 211 103 36 2 0
1443998851 275978 287 103 36 2 0
1443998943 275978 287 103 36 2 0
1444075878 275979 287 103 36 2 0
1444075983 275979 287 103 36 2 0
1444076054 275979 287 103 36 2 0
1444080012 275980 287 103 36 2 0
1444097232 1002171 287 103 36 2 0
1444098134 1018694 287 103 36 2 0
1444161683 1018701 287 103 36 2 0
1444162055 1018703 287 103 36 2 0
1444163409 1018703 287 103 36 2 0
1444163818 1018756 287 103 36 2 0
1444164488 1018761 287 103 36 2 0
1444164761 1018764 287 103 36 2 0
1444172486 1018764 299 103 36 2 0
1444172490 1018764 299 103 36 2 0
1444173060 1018764 302 103 36 2 0
1444173104 1018764 302 103 36 2 13
1444422760 1018771 302 103 36 2 13
1444702654 1018800 302 103 36 2 13
1444710856 1018924 302 103 36 2 13
1444713567 1018963 302 103 36 2 13
1444759316 1018963 304 103 36 2 13
1444759324 1018963 304 103 36 2 13
1444789086 1018963 381 103 36 2 13
1444789593 1018963 387 103 36 2 13
1444790443 1018963 392 103 36 2 13
1444871835 1018963 402 103 36 2 13
1445212845 1019259 402 103 36 2 13
1445369077 1019318 402 103 36 2 13
1445370248 1019320 402 103 36 2 13
1445455391 1019320 447 103 36 2 13
1445455487 1019320 447 103 36 2 13
