1442349777 1 0 0 0 0 0
1442349823 2 0 0 0 0 0
1442350144 3 0 0 0 0 0
1442350440 4 0 0 0 0 0
1442365981 5 0 0 0 0 0
1442366364 6 0 0 0 0 0
1442366992 7 0 0 0 0 0
1442367637 8 0 0 0 0 0
1442367834 9 0 0 0 0 0
1442511180 9 1 0 0 0 0
1442511406 9 2 0 0 0 0
1442512142 9 3 0 0 0 0
1442619297 10 3 0 0 0 0
1442619498 11 3 0 0 0 0
1442621029 12 3 0 0 0 0
1442789797 12 4 0 0 0 0
1442790177 12 5 0 0 0 0
1442790479 12 6 0 0 0 0
1442790795 12 7 0 0 0 0
1442954126 12 8 0 0 0 0
1442955264 12 8 1 0 0 0
1442955531 12 8 1 1 0 0
1442955844 12 8 1 2 0 0
1442956189 12 8 1 2 1 0
1443120295 13 8 1 2 1 0
1443120349 14 8 1 2 1 0
1443122012 15 8 1 2 1 0
1443122091 16 8 1 2 1 0
1443205558 16 8 2 2 1 0
1443205570 16 8 3 2 1 0
1443207656 17 8 3 2 1 0
1443207891 18 8 3 2 1 0
1443208818 19 8 3 2 1 0
1443299593 20 8 3 2 1 0
1443306951 21 8 3 2 1 0
1443309664 22 8 3 2 1 0
1443309821 23 8 3 2 1 0
1443309838 24 8 3 2 1 0
1443311448 25 8 3 2 1 0
1443311456 26 8 3 2 1 0
1443541396 27 8 3 2 1 0
1443552602 28 8 3 2 1 0
1443555188 29 8 3 2 1 0
1443556825 29 9 3 2 1 0
1443556866 29 10 3 2 1 0
1443558316 29 10 4 2 1 0
1443558414 29 10 5 2 1 0
1443558558 30 10 5 2 1 0
1443559164 31 10 5 2 1 0
1443559351 32 10 5 2 1 0
1443559513 32 10 5 3 1 0
1443998851 32 11 5 3 1 0
1443998943 32 12 5 3 1 0
1444075878 33 12 5 3 1 0
1444075983 34 12 5 3 1 0
1444076054 35 12 5 3 1 0
1444080012 36 12 5 3 1 0
1444097232 37 12 5 3 1 0
1444098134 38 12 5 3 1 0
1444161683 39 12 5 3 1 0
1444162055 40 12 5 3 1 0
1444163409 40 13 5 3 1 0
1444163818 41 13 5 3 1 0
1444164488 42 13 5 3 1 0
1444164761 43 13 5 3 1 0
1444172486 43 14 5 3 1 0
1444172490 43 15 5 3 1 0
1444173060 43 16 5 3 1 0
1444173104 43 16 5 3 1 1
1444422760 44 16 5 3 1 1
1444702654 45 16 5 3 1 1
1444710856 46 16 5 3 1 1
1444713567 47 16 5 3 1 1
1444759316 47 17 5 3 1 1
1444759324 47 18 5 3 1 1
1444789086 47 19 5 3 1 1
1444789593 47 20 5 3 1 1
1444790443 47 21 5 3 1 1
1444871835 47 22 5 3 1 1
1445212845 48 22 5 3 1 1
1445369077 49 22 5 3 1 1
1445370248 50 22 5 3 1 1
1445455391 50 23 5 3 1 1
1445455487 50 24 5 3 1 1
